0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
965,2019-12-20,OKC,PHO,1.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,none,Cameron Johnson,Dario Saric,Deandre Ayton,Devin Booker,Frank Kaminsky,Jared Harper,Jevon Carter,Kelly Oubre Jr,Mikal Bridges,Ricky Rubio,Ty Jerome,none,none,none,none,,,,,,,,,,
966,2019-12-22,OKC,LAC,1.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,none,Amir Coffey,Ivica Zubac,JaMychal Green,Kawhi Leonard,Landry Shamet,Lou Williams,Maurice Harkless,Montrezi Harrell,Patrick Beverley,Paul George,Rodney McGruder,Terance Mann,none,none,none,,,,,,,,,,
967,2019-12-26,OKC,MEM,0.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,none,Andre Iguodala,Brandon Clarke,De'Anthony Melton,Dillon Brooks,Grayson Allen,Ja Morant,Jae Crowder,Jaren Jackson Jr,John Konchar,Jonas Valanciunas,Josh Jackson,Kyle Anderson,Solomon Hill,Tyus Jones,Yuta Watanabe,,,,,,,,,,
968,2019-12-27,OKC,CHO,1.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,none,Bismack Biyombo,Caleb Martin,Cody Martin,Cody Zeller,Devonte' Graham,Jalen McDaniels,Malik Monk,Miles Bridges,Nicolas Batum,P.J. Washington,Terry Rozier,Willy Hernangomez,none,none,none,,,,,,,,,,
969,2019-12-29,OKC,TOR,1.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,none,Chris Boucher,Fred VanVleet,Kyle Lowry,Matt Thomas,Norman Powell,OG Anunoby,Oshae Brissett,Pascal Siakam,Serge Ibaka,Terence Davis,none,none,none,none,none,,,,,,,,,,
970,2019-12-31,OKC,DAL,1.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,none,Boban Marjanovic,Delon Wright,Dorian Finney-Smith,Dwight Powell,Isaiah Roby,Jalen Brunson,Justin Jackson,Kristaps Porzingis,Luka Doncic,Maxi Kleber,Seth Curry,none,none,none,none,,,,,,,,,,
971,2020-01-02,OKC,SAS,1.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,none,Bryn Forbes,Chimezie Metu,Dejounte Murray,Demar DeRozan,Derrick White,Drew Eubanks,Jacob Poeltl,Keldon Johnson,LaMarcus Aldridge,Lonnie Walker IV,Luka Samanic,Patty Mills,Qunnidary Weatherspoon,Rudy Gay,Trey Lyles,,,,,,,,,,
972,2020-01-04,OKC,CLE,1.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,none,Alfonzo McKinnie,Brandon Knight,Cedi Osman,Collin Sexton,Darius Garland,Dean Wade,Dylan Windler,Kevin Love,Larry Nance Jr,Tristan Thompson,Tyler Cook,none,none,none,none,,,,,,,,,,
973,2020-01-06,OKC,PHI,0.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,none,Al Horford,Ben Simmons,Furkan Korkmaz,James Ennis III,Joel Embiid,Josh Richardson,Matisse Thybulle,Raul Neto,Shake Milton,Tobias Harris,Trey Burke,none,none,none,none,,,,,,,,,,
974,2020-01-07,OKC,BRK,1.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,none,Caris LeVert,Chris Chiozza,DeAndre Jordan,Garrett Temple,Jarrett Allen,Joe Harris,Jow Harris,Justin Anderson,Kevin Durant,Kyrie Irving,Nic Claxton,Spencer Dinwiddie,Taurean Prince,Theo Pinson,Timothe Luwawu-Cabarrot,,,,,,,,,,
975,2020-01-09,OKC,HOU,1.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,none,Austin Rivers,Ben McLemore,Chris Clemons,Clint Capela,Eric Gordon,Isaiah Hartenstein,James Harden,P.J. Tucker,Russell Westbrook,none,none,none,none,none,none,,,,,,,,,,
976,2020-01-11,OKC,LAL,0.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,none,Alex Caruso,Anthony Davis,Avery Bradley,Danny Green,DeMarcus Cousins,Devontae Cacok,Dwight Howard,JaVale McGee,Kentavious Caldwell-Pope,Kyle Kuzma,LeBron James,Rajon Rondo,Talen Horton-Tucker,none,none,,,,,,,,,,
977,2020-01-13,OKC,MIN,1.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,none,Andrew Wiggins,Gorgui Dieng,Jaden McLaughlin,Jake Layman,Jarrett Culver,Jaylen Nowell,Jordan Bell,Jordan McLaughlin,Josh Okogie,Karl Anthony Towns,Keita Bates-Diop,Kelan Martin,Naz Reid,Robert Covington,none,,,,,,,,,,
978,2020-01-15,OKC,TOR,0.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,none,Chris Boucher,Fred VanVleet,Kyle Lowry,Matt Thomas,Norman Powell,OG Anunoby,Oshae Brissett,Pascal Siakam,Paul Watson,Serge Ibaka,Terence Davis,none,none,none,none,,,,,,,,,,
979,2020-01-17,OKC,MIA,0.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,none,Bam Adebayo,Chris Silva,Derrick Jones Jr,Duncan Robinson,Gabe Vincent,Goran Dragic,Jalen Johnson,James Johnson,Jimmy Butler,Justise Winslow,Kelly Olynyk,Kendrick Nunn,KZ Okpala,Tyler Herro,Udonis Haslem,,,,,,,,,,
980,2020-01-18,OKC,POR,1.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,none,Anfernee Simons,Carmelo Anthony,CJ McCollum,Damian Lillard,Gary Trent Jr,Hassan Whiteside,Jaylen Hoard,Jusuf Nurkic,Kent Bazemore,Moses Brown,Moses Moody,Nassir Little,Rodney Hood,Zach Collins,none,,,,,,,,,,
981,2020-01-20,OKC,HOU,1.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,none,Austin Rivers,Ben McLemore,Chris Clemons,Clint Capela,Eric Gordon,Isaiah Hartenstein,James Harden,P.J. Tucker,Russell Westbrook,none,none,none,none,none,none,,,,,,,,,,
982,2020-01-24,OKC,ATL,1.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Isaiah Roby,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,Alex Len,Brandon Goodwin,Bruno Fernando,Cam Reddish,Charlie Brown Jr,Damian Jones,De'Andre Hunter,DeAndre' Bembry,Jabari Parker,John Collins,Kevin Huerter,Trae Young,none,none,none,,,,,,,,,,
983,2020-01-25,OKC,MIN,1.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Isaiah Roby,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,Andrew Wiggins,Gorgui Dieng,Jaden McLaughlin,Jake Layman,Jarrett Culver,Jaylen Nowell,Jordan Bell,Jordan McLaughlin,Josh Okogie,Karl Anthony Towns,Keita Bates-Diop,Kelan Martin,Naz Reid,Robert Covington,none,,,,,,,,,,
984,2020-01-27,OKC,DAL,0.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Isaiah Roby,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,Boban Marjanovic,Delon Wright,Dorian Finney-Smith,Dwight Powell,Jalen Brunson,Justin Jackson,Kristaps Porzingis,Luka Doncic,Maxi Kleber,Seth Curry,Tim Hardaway Jr,Willie Cauley Stein,none,none,none,,,,,,,,,,
985,2020-01-29,OKC,SAC,1.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Isaiah Roby,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,Bogdan Bogdanovic,Buddy Hield,Cory Joseph,DaQuan Jeffries,De'Aaron Fox,Dewayne Dedmon,Harrison Barnes,Kent Bazemore,Kyle Guy,Marvin Bagley III,Nemanja Bjelica,Richaun Holmes,none,none,none,,,,,,,,,,
986,2020-01-31,OKC,PHO,1.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Isaiah Roby,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,Cameron Johnson,Dario Saric,Deandre Ayton,Devin Booker,Frank Kaminsky,Jared Harper,Jevon Carter,Kelly Oubre Jr,Mikal Bridges,Ricky Rubio,Ty Jerome,none,none,none,none,,,,,,,,,,
987,2020-02-05,OKC,CLE,1.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Isaiah Roby,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,Brandon Knight,Cedi Osman,Collin Sexton,Darius Garland,Dean Wade,Dylan Windler,Kevin Love,Kevin Porter Jr,Larry Nance Jr,Matt Mooney,Tristan Thompson,none,none,none,none,,,,,,,,,,
988,2020-02-07,OKC,DET,1.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Isaiah Roby,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,Blake Griffin,Brandon Knight,Bruce Brown,Christian Wood,Derrick Rose,Langston Galloway,Louis King,Luke Kennard,Markieff Morris,Reggie Jackson,Svi Mykhailiuk,Tony Snell,none,none,none,,,,,,,,,,
989,2020-02-09,OKC,BOS,0.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Isaiah Roby,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,Brad Wanamaker,Daniel Theis,Enes Freedom,Gordon Hayward,Grant Williams,Javonte Green,Jaylen Brown,Jayson Tatum,Kemba Walker,Marcus Smart,Robert Williams,Romeo Langford,Semi Ojeleye,Tacko Fall,Tremont Waters,,,,,,,,,,
990,2020-02-11,OKC,SAS,0.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Isaiah Roby,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,Bryn Forbes,Chimezie Metu,Dejounte Murray,Demar DeRozan,Derrick White,Drew Eubanks,Jacob Poeltl,Keldon Johnson,LaMarcus Aldridge,Lonnie Walker IV,Luka Samanic,Patty Mills,Qunnidary Weatherspoon,Rudy Gay,Trey Lyles,,,,,,,,,,
991,2020-02-13,OKC,NOP,1.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Isaiah Roby,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,Brandon Ingram,Derrick Favors,E'Twaun Moore,Frank Jackson,Jaxson Hayes,Josh Hart,Jrue Holiday,Kenrich Williams,Lonzo Ball,Nickeil Alexander-Walker,Zion Williamson,none,none,none,none,,,,,,,,,,
992,2020-02-21,OKC,DEN,1.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Isaiah Roby,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,Bol Bol,Gary Harris,Jamal Murray,Jerami Grant,Keita Bates-Diop,Mason Plumlee,Michael Porter Jr,Monte Morris,Nikola Jokic,P.J. Dozier,Paul Millsap,Torrey Craig,Vlatko Cancar,Will Barton,none,,,,,,,,,,
993,2020-02-23,OKC,SAS,1.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Isaiah Roby,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,Bryn Forbes,Chimezie Metu,Dejounte Murray,Demar DeRozan,Derrick White,Drew Eubanks,Jacob Poeltl,Keldon Johnson,LaMarcus Aldridge,Lonnie Walker IV,Luka Samanic,Patty Mills,Qunnidary Weatherspoon,Rudy Gay,Trey Lyles,,,,,,,,,,
994,2020-02-25,OKC,CHI,1.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Isaiah Roby,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,Coby White,Daniel Gafford,Lauri Markkanen,Luke Kornet,Max Strus,Otto Porter Jr,Shaquille Harrison,Thaddeus Young,Tomas Satoransky,Wendell Carter Jr,Zach Lavine,none,none,none,none,,,,,,,,,,
995,2020-02-27,OKC,SAC,1.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Isaiah Roby,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,Alex Len,Bogdan Bogdanovic,Buddy Hield,Cory Joseph,DaQuan Jeffries,De'Aaron Fox,Harrison Barnes,Jabari Parker,Kent Bazemore,Kyle Guy,Marvin Bagley III,Nemanja Bjelica,Richaun Holmes,none,none,,,,,,,,,,
996,2020-02-28,OKC,MIL,0.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Isaiah Roby,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,Brook Lopez,Donte DiVincenzo,Eric Bledsoe,George Hill,Giannis Antetokounmpo,Khris Middleton,Pat Connaughton,Robin Lopez,Sterling Brown,Thanasis Antetokounmpo,Wesley Matthews,none,none,none,none,,,,,,,,,,
997,2020-03-03,OKC,LAC,0.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Isaiah Roby,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,Amir Coffey,Ivica Zubac,JaMychal Green,Kawhi Leonard,Landry Shamet,Lou Williams,Marcus Morris,Montrezi Harrell,Patrick Beverley,Paul George,Reggie Jackson,Rodney McGruder,Terance Mann,none,none,,,,,,,,,,
998,2020-03-04,OKC,DET,1.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Isaiah Roby,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,Blake Griffin,Brandon Knight,Bruce Brown,Christian Wood,Derrick Rose,Langston Galloway,Louis King,Luke Kennard,Svi Mykhailiuk,Tony Snell,none,none,none,none,none,,,,,,,,,,
999,2020-03-06,OKC,NYK,1.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Isaiah Roby,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,Bobby Portis,Damyean Dotson,Elfrid Payton,Frank Ntilikina,Ignas Brazdeikis,Julius Randle,Kevin Knox II,Maurice Harkless,Mitchell Robinson,Reggie Bullock,RJ Berrett,Taj Gibson,Wayne Ellington,none,none,,,,,,,,,,
1000,2020-03-08,OKC,BOS,1.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Isaiah Roby,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,Brad Wanamaker,Daniel Theis,Enes Freedom,Gordon Hayward,Grant Williams,Javonte Green,Jaylen Brown,Jayson Tatum,Kemba Walker,Marcus Smart,Robert Williams,Romeo Langford,Semi Ojeleye,Tacko Fall,Tremont Waters,,,,,,,,,,
1001,2020-08-01,OKC,UTA,1.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,none,Donovan Mitchell,Ed Davis,Emmanuel Mudiay,Georges Niang,Joe Ingles,Jordan Clarkson,Mike Conley,Miye Oni,Rayjon Tucker,Royce O'Neale,Rudy Gobert,Tony Bradley,none,none,none,,,,,,,,,,
1002,2020-08-03,OKC,DEN,0.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,none,Bol Bol,Gary Harris,Jamal Murray,Jerami Grant,Keita Bates-Diop,Mason Plumlee,Michael Porter Jr,Monte Morris,Nikola Jokic,P.J. Dozier,Paul Millsap,Torrey Craig,Tyler Cook,Vlatko Cancar,Will Barton,,,,,,,,,,
1003,2020-08-05,OKC,LAL,1.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,none,Alex Caruso,Anthony Davis,Danny Green,Devontae Cacok,Dwight Howard,JaVale McGee,Kentavious Caldwell-Pope,Kyle Kuzma,LeBron James,Markieff Morris,Rajon Rondo,Talen Horton-Tucker,none,none,none,,,,,,,,,,
1004,2020-08-07,OKC,MEM,0.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,none,Brandon Clarke,De'Anthony Melton,Dillon Brooks,Gorgui Dieng,Grayson Allen,Ja Morant,John Konchar,Jonas Valanciunas,Josh Jackson,Justise Winslow,Kyle Anderson,Tyus Jones,Yuta Watanabe,none,none,,,,,,,,,,
1005,2020-08-09,OKC,WAS,1.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,none,Garrison Mathews,Isaac Bonga,Ish Smith,Moritz Wagner,Rui Hachimura,Thomas Bryant,Troy Brown Jr,none,none,none,none,none,none,none,none,,,,,,,,,,
1006,2020-08-10,OKC,PHO,0.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,none,Cameron Johnson,Cameron Payne,Dario Saric,Deandre Ayton,Devin Booker,Frank Kaminsky,Jevon Carter,Kelly Oubre Jr,Mikal Bridges,Ricky Rubio,Ty Jerome,none,none,none,none,,,,,,,,,,
1007,2020-08-12,OKC,MIA,1.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,none,Andre Iguodala,Bam Adebayo,Chris Silva,Derrick Jones Jr,Duncan Robinson,Gabe Vincent,Goran Dragic,Jae Crowder,Jimmy Butler,Kelly Olynyk,Kendrick Nunn,KZ Okpala,Solomon Hill,Tyler Herro,Udonis Haslem,,,,,,,,,,
1008,2020-08-14,OKC,LAC,0.0,Abdel Nader,Chris Paul,Danilo Gallinari,Darius Bazley,Dennis Schroder,Hamidou Diallo,Luguentz Dort,Mike Muscala,Nerlens Noel,Shai Gilgeous-Alexander,Steven Adams,none,none,none,none,Amir Coffey,Ivica Zubac,JaMychal Green,Kawhi Leonard,Landry Shamet,Lou Williams,Marcus Morris,Montrezi Harrell,Patrick Beverley,Paul George,Reggie Jackson,Rodney McGruder,Terance Mann,none,none,,,,,,,,,,
1009,2020-12-23,PHO,DAL,1.0,Abdel Nader,Cameron Johnson,Cameron Payne,Chris Paul,Damian Jones,Dario Saric,Deandre Ayton,Devin Booker,E'Twaun Moore,Frank Kaminsky,Jae Crowder,Jalen Smith,Jevon Carter,Langston Galloway,Mikal Bridges,Boban Marjanovic,Dorian Finney-Smith,Dwight Powell,Jalen Brunson,Jalen Johnson,James Johnson,Josh Green,Josh Richardson,Kristaps Porzingis,Luka Doncic,Maxi Kleber,Nate Hinton,Tim Hardaway Jr,Trey Burke,Tyrell Terry,Willie Cauley Stein,,,,,,,,,
1010,2020-12-26,PHO,SAC,0.0,Abdel Nader,Cameron Johnson,Cameron Payne,Chris Paul,Damian Jones,Dario Saric,Deandre Ayton,Devin Booker,E'Twaun Moore,Frank Kaminsky,Jae Crowder,Jalen Smith,Jevon Carter,Langston Galloway,Mikal Bridges,Buddy Hield,Chimezie Metu,Cory Joseph,DaQuan Jeffries,De'Aaron Fox,Harrison Barnes,Hassan Whiteside,Jabari Parker,Jahmi'us Ramsey,Kyle Guy,Marvin Bagley III,Nemanja Bjelica,Richaun Holmes,Robert Woodard II,Tyrese Haliburton,,,,,,,,,,
1011,2020-12-27,PHO,SAC,1.0,Abdel Nader,Cameron Johnson,Cameron Payne,Chris Paul,Damian Jones,Dario Saric,Deandre Ayton,Devin Booker,E'Twaun Moore,Frank Kaminsky,Jae Crowder,Jalen Smith,Jevon Carter,Langston Galloway,Mikal Bridges,Buddy Hield,Chimezie Metu,Cory Joseph,DaQuan Jeffries,De'Aaron Fox,Harrison Barnes,Hassan Whiteside,Jabari Parker,Jahmi'us Ramsey,Kyle Guy,Marvin Bagley III,Nemanja Bjelica,Richaun Holmes,Robert Woodard II,Tyrese Haliburton,,,,,,,,,,
1012,2020-12-29,PHO,NOP,1.0,Abdel Nader,Cameron Johnson,Cameron Payne,Chris Paul,Damian Jones,Dario Saric,Deandre Ayton,Devin Booker,E'Twaun Moore,Frank Kaminsky,Jae Crowder,Jalen Smith,Jevon Carter,Langston Galloway,Mikal Bridges,Brandon Ingram,Eric Bledsoe,Jaxson Hayes,Josh Hart,Kira Lewis Jr,Lonzo Ball,Naji Marshall,Nickeil Alexander-Walker,Steven Adams,Wenyen Gabriel,Willy Hernangomez,Zion Williamson,none,none,none,,,,,,,,,,
1013,2020-12-31,PHO,UTA,1.0,Abdel Nader,Cameron Johnson,Cameron Payne,Chris Paul,Damian Jones,Dario Saric,Deandre Ayton,Devin Booker,E'Twaun Moore,Frank Kaminsky,Jae Crowder,Jalen Smith,Jevon Carter,Langston Galloway,Mikal Bridges,Bojan Bogdanovic,Derrick Favors,Donovan Mitchell,Elijah Hughes,Georges Niang,Joe Ingles,Jordan Clarkson,Mike Conley,Miye Oni,Royce O'Neale,Rudy Gobert,Shaquille Harrison,Trent Forrest,Udoka Azubuike,none,,,,,,,,,,
1014,2021-01-01,PHO,DEN,1.0,Abdel Nader,Cameron Johnson,Cameron Payne,Chris Paul,Damian Jones,Dario Saric,Deandre Ayton,Devin Booker,E'Twaun Moore,Frank Kaminsky,Jae Crowder,Jalen Smith,Jevon Carter,Langston Galloway,Mikal Bridges,Bol Bol,Facundo Campazzo,Gary Harris,Isaiah Hartenstein,Jamal Murray,JaMychal Green,Markus Howard,Michael Porter Jr,Monte Morris,Nikola Jokic,P.J. Dozier,Paul Millsap,R.J. Hampton,Vlatko Cancar,Will Barton,Zeke Nnaji,,,,,,,,,
1015,2021-01-03,PHO,LAC,0.0,Abdel Nader,Cameron Johnson,Cameron Payne,Chris Paul,Damian Jones,Dario Saric,Deandre Ayton,Devin Booker,E'Twaun Moore,Frank Kaminsky,Jae Crowder,Jalen Smith,Jevon Carter,Langston Galloway,Mikal Bridges,Amir Coffey,Ivica Zubac,Jay Scrubb,Kawhi Leonard,Lou Williams,Luke Kennard,Marcus Morris,Nicolas Batum,Patrick Beverley,Paul George,Reggie Jackson,Serge Ibaka,Terance Mann,none,none,,,,,,,,,,
1016,2021-01-06,PHO,TOR,1.0,Abdel Nader,Cameron Johnson,Cameron Payne,Chris Paul,Damian Jones,Dario Saric,Deandre Ayton,Devin Booker,E'Twaun Moore,Frank Kaminsky,Jae Crowder,Jalen Smith,Jevon Carter,Langston Galloway,Mikal Bridges,Alex Len,Chris Boucher,DeAndre' Bembry,Fred VanVleet,Kyle Lowry,Malachi Flynn,Matt Thomas,Norman Powell,OG Anunoby,Pascal Siakam,Paul Watson,Terence Davis,Yuta Watanabe,none,none,,,,,,,,,,
1017,2021-01-08,PHO,DET,0.0,Abdel Nader,Cameron Johnson,Cameron Payne,Chris Paul,Damian Jones,Dario Saric,Deandre Ayton,Devin Booker,E'Twaun Moore,Frank Kaminsky,Jae Crowder,Jalen Smith,Jevon Carter,Langston Galloway,Mikal Bridges,Blake Griffin,Delon Wright,Derrick Rose,Frank Jackson,Isaiah Stewart,Jerami Grant,Josh Jackson,Killian Hayes,Mason Plumlee,Rodney McGruder,Saben Lee,Saddiq Bey,Svi Mykhailiuk,Wayne Ellington,none,,,,,,,,,,
